,School ID,School Name,Network ,SQRP Total Points Earned,SY 2018-2019 SQRP Rating,SY 2018-2019 Accountability Status,PSAT09 Cohort Growth Percentile,Unnamed: 7,Unnamed: 8,Unnamed: 9,PSAT10 EBRW Annual Growth Percentile,Unnamed: 11,Unnamed: 12,Unnamed: 13,PSAT10 MATH Annual Growth Percentile,Unnamed: 15,Unnamed: 16,Unnamed: 17,SAT11 EBRW Annual Growth Percentile,Unnamed: 19,Unnamed: 20,Unnamed: 21,SAT11 MATH Annual Growth Percentile,Unnamed: 23,Unnamed: 24,Unnamed: 25,SAT11 Cohort Growth Percentile,Unnamed: 27,Unnamed: 28,Unnamed: 29,"SAT11 African-American
 Cohort Growth  Percentile ",Unnamed: 31,Unnamed: 32,Unnamed: 33,"SAT11 Hispanic
 Cohort Growth  Percentile ",Unnamed: 35,Unnamed: 36,Unnamed: 37,"SAT11 English Learner
 Cohort Growth  Percentile ",Unnamed: 39,Unnamed: 40,Unnamed: 41,"SAT11 Diverse Learner
 Cohort Growth  Percentile ",Unnamed: 43,Unnamed: 44,Unnamed: 45,Percent Meeting College Readiness Benchmarks,Unnamed: 47,Unnamed: 48,Unnamed: 49,Freshmen On-Track Rate,Unnamed: 51,Unnamed: 52,4-Year Cohort Graduation Rate,Unnamed: 54,Unnamed: 55,1-Year Dropout Rate,Unnamed: 57,Unnamed: 58,College Enrollment Rate,Unnamed: 60,Unnamed: 61,College Persistence Rate,Unnamed: 63,Unnamed: 64,% Earning Early College and Career Credentials,Unnamed: 66,Unnamed: 67,Average Daily Attendance Rate,Unnamed: 69,Unnamed: 70,"My Voice, My School 5 Essentials Survey ",Unnamed: 72,Unnamed: 73,Data Quality Index Score,Unnamed: 75,Unnamed: 76,National School Growth Percentile - Reading,National School Growth Percentile - Math,Percent of Students Meeting/Exceeding National Average Growth Norms,African-American Growth Percentile - Reading,Hispanic Growth Percentile - Reading,English Learner Growth Percentile - Reading,Diverse Learner Growth Percentile - Reading,African-American Growth Percentile - Math,Hispanic Growth Percentile - Math,English Learner Growth Percentile - Math,Diverse Learner Growth Percentile - Math,National School Attainment %ile - Reading (Grades 3-8),Unnamed: 53,National School Attainment %ile - Math (Grades 3-8),Unnamed: 56,National School Attainment %ile - Reading (Grade 2),Unnamed: 59,National School Attainment %ile - Math (Grade 2),Unnamed: 65,Average Daily Attendance Rate (Grades K-8),Unnamed: 68,"My Voice, My School 5 Essentials Survey",Unnamed: 71,Unnamed: 74,the_geom,SCHOOL_ID,SCHOOL_NM,SCH_ADDR,GRADE_CAT,GRADES,SCH_TYPE,long,lat,geometry
69,610182.0,SOLOMON,Network 1,4.0,Level 1+,Good Standing,,100,3,20,,100,4,20,,100,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,,,100,,5,,,5,2.5,,100,4,,,4,,,4,,,5,99.6,,,56,72,66.4,,,,,,,,,93,5,96,5,98,100,86,2.5,95.8,20,Organized,10,5,POINT (-87.72404263306203 41.99394233241605),610182,SOLOMON,"6206 N Hamlin Ave, 60659",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7240426332,41.9939423333,POINT (-87.7240426332 41.9939423333)
70,610183.0,SPENCER,Network 3,4.3,Level 1+,Provisional Support,,100,5,17.5,,99,5,17.5,,99,5,10,,100,5,1.25,,,,,,,,,,100,5,1.25,,99,5,1.25,,,,,,,,,,100,5,1.25,,100,2,,,99,,5,,,1,2.5,,99,2,,,4,,,5,,,5,99.3,,,98,99,71.7,97,,,85,99,,,97,22,5,29,2,9,97,17,2.5,95.6,20,Well Organized,10,5,POINT (-87.75044473105727 41.88487639768195),610183,SPENCER TECH ACAD,"214 N Lavergne Ave, 60644",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7504447314,41.8848763988,POINT (-87.75044473139999 41.8848763988)
71,610191.0,STONE,Network 2,4.2,Level 1+,Good Standing,,100,3,15,,100,4,15,,100,4,10,,100,4,1.25,,100,4,1.25,,100,5,1.25,,100,4,1.25,,100,4,1.25,,100,4,1.25,,100,5,1.25,,100,3,1.25,,100,5,,,100,,5,,,4,2.5,,100,4,,,5,,,4,,,5,100,,,58,77,65.3,64,56,92,56,69,65,85,34,97,5,93,5,89,100,73,2.5,96.1,20,Organized,10,5,POINT (-87.68479278594201 41.99535905094481),610191,STONE,"6239 N Leavitt St, 60659",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6847927859,41.995359052,POINT (-87.6847927859 41.995359052)
72,610195.0,SUTHERLAND,Network 10,4.5,Level 1+,Good Standing,,100,4,17.5,,100,5,17.5,,100,4,10,,100,5,1.25,,,,,,,,,,100,5,1.25,,100,5,1.25,,,,,,,,,,100,4,1.25,,100,5,,,100,,5,,,4,2.5,,100,4,,,5,,,4,,,5,99.9,,,81,91,65.9,87,,,94,88,,,53,90,5,74,4,80,100,71,2.5,96.6,20,Organized,10,5,POINT (-87.67682117257347 41.71144507048929),610195,SUTHERLAND,"10015 S Leavitt St, 60643",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6768211725,41.7114450709,POINT (-87.6768211725 41.7114450709)
73,610199.0,COLEMON,Network 13,4.3,Level 1+,Good Standing,,100,5,18.75,,100,3,18.75,,100,4,10,,100,5,1.25,,,,,,,,,,,,,,100,4,1.25,,,,,,,,,,,,,,100,4,,,100,,5,,,4,2.5,,100,3,,,5,,,5,,,5,99.8,,,95,60,67.1,95,,,,58,,,,83,5,75,4,70,100,47,2.5,96.2,20,Well Organized,10,5,POINT (-87.65811083885912 41.677505446427055),610199,COLEMON,"1441 W 119th St, 60643",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6581108383,41.6775054472,POINT (-87.6581108383 41.6775054472)
74,610209.0,VOLTA,Network 1,4.4,Level 1+,Good Standing,,100,4,17.5,,100,5,17.5,,100,4,10,,,,,,100,5,1.25,,100,5,1.25,,,,,,,,,,100,5,1.25,,100,5,1.25,,,,,,100,3,,,100,,5,,,5,2.5,,100,4,,,5,,,4,,,5,99.7,,,73,90,63.8,,79,86,,,91,97,,62,5,65,3,90,100,82,2.5,96.2,20,Organized,10,5,POINT (-87.72460522409652 41.97163400116181),610209,VOLTA,"4950 N Avers Ave, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7246052243,41.9716340018,POINT (-87.72460522430001 41.9716340018)
75,610212.0,ALBANY PARK,Network 1,4.5,Level 1+,Good Standing,,100,4,18.75,,100,5,18.75,,100,5,10,,,,,,100,5,1.25,,,,,,,,,,,,,,100,5,1.25,,,,,,,,,,100,4,,,100,,7.5,,,,,,,,,,5,,,4,,,4,98.7,,,82,96,71.1,,86,,,,96,,,81,7.5,82,4,,,,,97.5,20,Organized,10,5,POINT (-87.71060878865852 41.97150444292288),610212,ALBANY PARK,"4929 N Sawyer Ave, 60625",ES,"7, 8",District,-87.7106087883,41.971504444000004,POINT (-87.71060878829999 41.971504444)
76,610218.0,WARREN,Network 12,4.0,Level 1+,Good Standing,,100,4,18.75,,100,5,18.75,,100,4,10,,100,5,1.25,,,,,,,,,,,,,,100,5,1.25,,,,,,,,,,,,,,100,4,,,100,,5,,,2,2.5,,100,3,,,3,,,5,,,5,99.7,,,86,92,65,88,,,,93,,,,75,5,62,3,14,100,41,2.5,94.7,20,Well Organized,10,5,POINT (-87.57535254880202 41.72676290830874),610218,WARREN,"9239 S Jeffery Ave, 60617",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.5753525491,41.726762909499996,POINT (-87.5753525491 41.7267629095)
77,610220.0,WATERS,Network 2,4.1,Level 1+,Good Standing,,100,3,18.75,,100,4,18.75,,100,4,10,,,,,,100,5,1.25,,,,,,,,,,,,,,100,5,1.25,,,,,,,,,,100,5,,,100,,5,,,5,2.5,,100,4,,,4,,,5,,,5,99.9,,,66,88,65.4,,73,,,,83,,,96,5,91,5,93,99,88,2.5,95.5,20,Well Organized,10,5,POINT (-87.69133251142506 41.96436540333339),610220,WATERS,"4540 N Campbell Ave, 60625",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.69133251139999,41.9643654045,POINT (-87.69133251139999 41.9643654045)
78,610221.0,WEBSTER,Network 5,4.1,Level 1+,Good Standing,,100,5,18.75,,100,4,18.75,,100,4,10,,100,5,1.25,,,,,,,,,,,,,,100,5,1.25,,,,,,,,,,,,,,100,4,,,100,,5,,,2,2.5,,100,2,,,4,,,4,,,5,99.6,,,96,84,65.4,96,,,,84,,,,77,5,59,3,28,100,21,2.5,95.7,20,Organized,10,5,POINT (-87.72752437440957 41.869915857763885),610221,WEBSTER,"4055 W Arthington St, 60624",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7275243748,41.8699158585,POINT (-87.7275243748 41.8699158585)
79,610226.0,SANDOVAL,Network 8,4.4,Level 1+,Good Standing,,100,4,17.5,,100,5,17.5,,100,4,10,,,,,,100,5,1.25,,100,5,1.25,,,,,,,,,,100,5,1.25,,100,5,1.25,,,,,,100,3,,,100,,5,,,2,2.5,,98,2,,,5,,,5,,,5,100,,,83,90,67.4,,85,90,,,91,76,,58,5,69,3,22,99,35,2.5,96.1,20,Well Organized,10,5,POINT (-87.71098733185424 41.79234608382597),610226,SANDOVAL,"5534 S Saint Louis Ave, 60629",ES,"PK, K, 1, 2, 3, 4, 5",District,-87.71098733219999,41.7923460844,POINT (-87.71098733219999 41.7923460844)
80,610228.0,WHITTIER,Network 7,4.0,Level 1+,Good Standing,,100,4,17.5,,100,4,17.5,,100,4,10,,,,,,100,5,1.25,,100,5,1.25,,,,,,,,,,100,5,1.25,,100,5,1.25,,,,,,100,3,,,100,,5,,,4,2.5,,100,3,,,4,,,5,,,5,99.8,,,87,78,64.4,,89,73,,,78,73,,41,5,32,2,89,100,41,2.5,95.6,20,Well Organized,10,5,POINT (-87.67339165433035 41.850480886147),610228,WHITTIER,"1900 W 23rd St, 60608",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6733916546,41.8504808873,POINT (-87.6733916546 41.8504808873)
81,610229.0,PRITZKER,Network 6,4.2,Level 1+,Good Standing,,100,4,16.25,,100,4,16.25,,100,4,10,,100,4,1.25,,100,5,1.25,,,,,,100,5,1.25,,100,4,1.25,,100,5,1.25,,,,,,100,3,1.25,,100,5,,,100,,5,,,5,2.5,,100,4,,,4,,,4,,,5,99.9,,,83,72,65,64,89,,87,66,72,,37,95,5,92,5,94,100,89,2.5,95.5,20,Organized,10,5,POINT (-87.67776098072349 41.90705300429838),610229,PRITZKER,"2009 W Schiller St, 60622",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.6777609813,41.9070530053,POINT (-87.6777609813 41.9070530053)
82,610230.0,WILDWOOD,Network 1,4.5,Level 1+,Good Standing,,100,4,17.5,,100,4,17.5,,100,4,10,,,,,,100,5,1.25,,,,,,100,4,1.25,,,,,,100,5,1.25,,,,,,100,2,1.25,,100,5,,,100,,5,,,5,2.5,,100,5,,,5,,,5,,,5,100,,,70,82,65.9,,85,,56,,78,,11,96,5,95,5,92,100,91,2.5,96.7,20,Well Organized,10,5,POINT (-87.7783448615387 42.00749066934333),610230,WILDWOOD,"6950 N Hiawatha Ave, 60646",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7783448617,42.0074906702,POINT (-87.77834486170001 42.0074906702)
83,610256.0,ROBINSON,Network 9,4.5,Level 1+,Good Standing,,100,5,12.5,,100,5,12.5,,100,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3,,,100,,2.5,,,5,5,,100,3,,,4,,,5,,,5,100,,,99,99,89.3,,,,,,,,,64,2.5,98,5,93,100,52,5,95.4,35,Well Organized,10,5,POINT (-87.59906677098365 41.81734932673638),610256,ROBINSON,"4225 S Lake Park Ave, 60653",ES,"PK, K, 1, 2, 3",District,-87.59906677129999,41.817349327399995,POINT (-87.59906677129999 41.8173493274)
84,610284.0,NEW FIELD,Network 2,4.4,Level 1+,Good Standing,,100,4,16.25,,100,5,16.25,,100,4,10,,100,5,1.25,,100,5,1.25,,100,5,1.25,,,,,,100,5,1.25,,100,5,1.25,,100,5,1.25,,,,,,100,3,,,100,,5,,,3,2.5,,96,3,,,5,,,5,,,5,99.8,,,73,93,62.8,75,81,93,,94,91,95,,49,5,54,3,54,96,46,2.5,96.2,20,Well Organized,10,5,POINT (-87.67316832857148 42.007702570043016),610284,NEW FIELD,"1707 W Morse Ave, 60626",ES,"PK, K, 1, 2, 3",District,-87.6731683283,42.0077025712,POINT (-87.67316832829999 42.0077025712)
85,610316.0,EARHART,Network 12,4.4,Level 1+,Good Standing,,100,4,18.75,,100,4,18.75,,100,4,10,,100,5,1.25,,,,,,,,,,,,,,100,5,1.25,,,,,,,,,,,,,,100,4,,,100,,5,,,4,2.5,,96,4,,,5,,,5,,,5,100,,,70,75,66.1,70,,,,75,,,,84,5,79,4,84,100,79,2.5,96.6,20,Well Organized,10,5,POINT (-87.58218173785268 41.726107454791666),610316,EARHART,"1710 E 93rd St, 60617",ES,"K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.58218173799999,41.7261074559,POINT (-87.58218173799999 41.7261074559)
86,610352.0,DURKIN PARK,Network 10,4.1,Level 1+,Good Standing,,100,4,15,,100,4,15,,100,4,10,,100,5,1.25,,100,5,1.25,,100,5,1.25,,100,3,1.25,,100,5,1.25,,100,5,1.25,,100,5,1.25,,100,4,1.25,,100,4,,,100,,5,,,3,2.5,,100,2,,,4,,,5,,,5,99.8,,,76,77,62.3,73,75,85,34,83,75,77,55,73,5,65,3,44,100,33,2.5,95.7,20,Well Organized,10,5,POINT (-87.72995529240711 41.73884394057011),610352,DURKIN PARK,"8445 S Kolin Ave, 60652",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7299552926,41.738843941300004,POINT (-87.7299552926 41.7388439413)
87,610353.0,CALMECA,Network 8,4.4,Level 1+,Good Standing,,100,5,17.5,,100,4,17.5,,100,4,10,,,,,,100,5,1.25,,100,5,1.25,,,,,,,,,,100,5,1.25,,100,4,1.25,,,,,,100,3,,,100,,5,,,2,2.5,,98,2,,,5,,,5,,,5,100,,,90,84,64.9,,90,87,,,84,65,,57,5,43,3,15,95,21,2.5,96.1,20,Well Organized,10,5,POINT (-87.71165364057762 41.824377327213384),610353,CALMECA,"3456 W 38th St, 60632",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.7116536402,41.8243773278,POINT (-87.7116536402 41.8243773278)
88,610354.0,NORTH RIVER,Network 1,4.3,Level 1+,Good Standing,,100,5,18.75,,100,3,18.75,,100,4,10,,,,,,100,5,1.25,,,,,,,,,,,,,,100,4,1.25,,,,,,,,,,100,4,,,100,,5,,,3,2.5,,100,3,,,5,,,5,,,5,100,,,92,69,68.5,,95,,,,65,,,78,5,74,4,65,100,49,2.5,96.2,20,Well Organized,10,5,POINT (-87.7071507281792 41.961721055910864),610354,NORTH RIVER,"4416 N Troy St, 60625",ES,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",District,-87.70715072860001,41.961721057,POINT (-87.70715072860001 41.961721057)
89,610534.0,SKINNER NORTH,Network 4,4.5,Level 1+,Good Standing,,100,3,17.5,,100,5,17.5,,100,5,10,,100,3,1.25,,100,4,1.25,,,,,,,,,,100,5,1.25,,100,4,1.25,,,,,,,,,,100,5,,,100,,5,,,5,2.5,,100,5,,,5,,,4,,,5,99.8,,,54,91,73.7,34,56,,,75,66,,,99,5,99,5,99,100,99,2.5,96.4,20,Organized,10,5,POINT (-87.6448414947778 41.905109118866676),610534,SKINNER NORTH,"640 W Scott St, 60610",ES,"K, 1, 2, 3, 4, 5, 6, 7",District,-87.64484149530001,41.9051091196,POINT (-87.64484149530001 41.9051091196)
